dot_bracket_repr,obj_fn_final_value,dot_bracket_repr_mfe,seq_len,n_irs_found,solver_num_booleans,solver_solve_time,solver_iterations,solver_num_branches_explored,solver_num_conflicts
((((............((((((((...))))...(((((((......(((((.......)))))....(((((..........(((.........(((((((......)))..((((((..........))))))....(((((....)))))..........((((((...)))))))))))..............)))))))...........)))))))).....)))))))...((......))..........((((.....((((.....)))).....))))......,-42.0,54.099998474121094,295,2090,43,0.534811688,86,0
(((((((((...(((((((((((....))))...............................(((((.................(((((.....)))))..(((....)))..((((..................))))(((((((((....))))))))).............(((((((.....))))))).((((((((....))))))))..............(((......)))(((((((....((((((....))))))((((((....))))))......)))))))............((((............))))..........)))))))..((((((.((((....)))).)))))).........)))))........)))))))))....,-86.0,-65.9000015258789,408,4097,68,1.3416510830000001,136,0
.........(((((((((....)))))(((((((((.((((((((.......))))..........))))..(((((.....)))))))))..)))).....((((((.......))))))..((((((((....)))))))).(((((...)))))(((((((((..(((((((((((.........(((((.......)))))....))))).....))))...))))))(((.......))))).......))))))))((((((....)))))),-113.0,-7.099999904632568,278,2123,248,0.553781996,496,0
.........((((((((((.....))))))((((....))))((((...................(((.(((((........))))))))...(((((....((((((.......))))))..((((((((....)))))))).........)))))))))..(((((.........((((((......((((.....))))..)))))).......))))).....((((((....)))))))))).(((.....))).......,-87.0,-80.19999694824219,266,1767,160,0.370360776,320,0
...((((....(((((((.(((((((.....))))))).(((...)))..(((......)))......((((((.....)))))).((((((...))))..)))))).........((((...((((((.....))))))...............))))..(((((.....))))).............((((((((((.........(((((((.........)))).(((((((((((....))))))..)))))(((((............)))))...(((((.....)))))((((.......)))))))..........)))))).....)))))))..)))).,-119.0,-37.0,350,3145,282,0.956193511,633,0
...(((...........((((.....)))....(((((...)))))((((((((((........)))...((((.....))))(((((((....((((.(((((...))))))).)))))..........))))...........((((((((...((((.....)))).(((((((...)))....(((((((((...))))))).)))))))))..))))))))))))...))))......,-81.0,43.29999923706055,243,1633,257,0.39041591000000003,514,0
........(((((((......((((.((((....))))...(((((....))))).(((((....))))).((((....(((....))).....))))...))))(((((....)))))..(((......)))..((((((.....)))))))........))))))................................((((..........))))..,-53.0,-41.79999923706055,219,1088,82,0.15260921600000002,164,0
.(((((((.(((((..((((((....(((((.......(((((((...(((((((..(((((((((.......(((((.......)))))(((((....))))))))))..................(((((.((((....)))...(((((............)))).......)))))...((((..((((....))))..............))))))).......))))))..(((((...............))))).))))...)))))).((((((...))))))).((((((((((.........)))...)))))))..))))))........))))).......))))).)))))))....,-92.0,49.900001525878906,371,3183,160,0.8496047980000001,320,0
(((((((((((((.(((((((...(((((((.....)))))))........(((((((...((((.((((((((.(((((....))))).))))......(((((..................)))))((((((((...(((...)))((((....(((((((((....))))))))).....((((((......)))))))).))))))....))))))))...))))))).....(((((((((.....))))))).....)))))))))....))))...........(((((...........))))).....))))))))))))),-186.0,-91.19999694824219,330,3696,697,1.6333580170000002,1394,0
(((((((.........((((.........))))..(((......)))..(((((...((((.....((((((.....))))))((((....))))..((......))...............(((((....)))))...((((.....((((((.......))))))(((((((((((((....((((.((((.....)))))))).)))))...))))))...((((((.(((((....)))).)))).))))))....))))..))))).(((((.....)))))...))).......(((((....((((((..(((....)))..)))))).......(((.......))))))))))))))),-117.0,-4.400000095367432,367,3507,321,1.1251175820000001,668,1
(((((((((..((((((((((((....(((((.((((......))))....(((((((.(((......)))..(((((....)))))....(((((.....))))).((((....))))........(((........)))....(((.....(((((....)))))....((((((........((((((.......))))))..)))))..............)))........))))))).))))).((((((....(((..((((.........))).........((((((.((((.....)))).....))))....))))))........))))))).........)))))))))))).)))))))))..,-117.0,-4.900000095367432,377,3492,243,1.011438327,486,0
.((((((((.......((((((((((......(((.........)))...(((((((..((((..................)))))))....(((((..........((((((...)))..((((((............)))....))))..((((((((............(((((....))))).....((((((.......)))).......((((((........))))))))))))...(((((..........)))))..(((((....((((......)))).)))))))))..............))))))))))..............))))))..))))).........))))))))..,-80.0,48.599998474121094,369,3152,111,0.894877239,222,0
...(((((((((........(((((..................(((...))).(((((((((((((......))))))......((((((((((...))))...))))))..(((((....)))))...(((((((....((((....((((((.....)))).....)))).......)))......((((.............))))..........))))).....(((((...)))))))(((........))))))))....((((((....)))))).....))))))...(((((...........)))))............((((((((((((...)))))))))))).........(((((...)))))))))........))))).............,-74.0,93.4000015258789,409,3959,66,1.2099200220000002,133,0
(((((.......((((((((((.............)))).....(((...)))..(((((...............(((((.....)))))((........))....................(((((((((.....))))).........((((((.......))))))(((.....))).....................(((((...))))).................(((((........)))))................((((((..........)))))).................)))))).............))))....))))).)))))....,-54.0,-8.399999618530273,346,2827,68,0.7661908380000001,136,0
(((((((((.(((((((...((((((....))))))(((......)))........((((((.(((((((((((...))))))...(((....((((....)))..............(((((.....((((.............((((.((((((......))))............))))..((((((....))))))..((((((((....)))))))).))))))....))))).......((((.......(((((....((((..((((((.(((...))))))))...))))....)))))).)))))....((((((((........))))))))))))).))))...))))))))........))))........))))))))).....,-108.0,86.19999694824219,398,3604,172,1.027527028,406,0
((((((((((........(((.(((((......((((((((......)))).))))....)))......((((((...))))))(((((....))))).....((.(((((....))......(((.((((((((((((...)))......((((((.......))))))..((((((((....))))))))....)))...)))))...((((.............(((((((......))))))))).))))))).....((((((.......)))))))))))...))))...............((((((((((....)))))).......)))).......))))))))))....,-134.0,22.100000381469727,360,3260,324,0.995275321,648,0
...(((((((...(((((((...)))))))(((((((((((........(((((.............))))))).(((((....))))).)))).........)))))((((........))))..((((((((....))))))))....((((...(((.(((((.................)))).)))))(((((.(((((((......))))))))))......)))))))(((.......))).((((..((((....))))........)))))..)))).(((((((....))))))).,-119.0,9.199999809265137,306,2512,300,0.753728664,600,0
....((((..(((.(((....)))))).....((((((.......(((........)))..))))...)))))).......((((((.............(((((((((.....))))....(((((.......(((......((((((..............))).))))).....(((((((.......))))).(((((((((((.......((((........)))).......))))))).))))).)))))).)))))).........))))))......,-50.0,77.5,286,1901,58,0.364223744,141,5
....(((......)))......(((((((..((((((...(((((.(((((....))))).........)))))).......((((((......(((((.......((((.....))))..((((((((........(((((((((((((.....((((((....))))))))..))))))........)))))).)))))................))))))).((((........)))).........)))))).......)))))....)))))))..,-69.0,32.099998474121094,281,1840,63,0.37892292,149,0
....(((((((((((..((((((...(((((((......)))))))..........(((((((((....((((.((((.(((((.....))))).((((....)))).))))..)))))..........))))))......((((((....))))))..(((((..(((((....(((((.......)))).))))).((((((....))))))(((((((......)))))))).))))...)))))...((((((((.....))))((((((.......(((((((...))))))....)))((((((....))))))))))..........))))..........))))........)))))))))))...(((((((....))))))),-173.0,-60.900001525878906,392,4602,682,2.211118318,1410,0
.....(((((.(((((((.((((((....))))))........(((((.....((((((((...((((((.......)))))).........((((...((...))))))..........(((((((((......))))).((((.....((((((.......))))))..............................))))......................((((((((..............................)))))))).))))..)))))))).................((((((....))))))............)))))))((((((....))))))......)))))......))))).........,-65.0,27.459999084472656,385,3490,74,1.0309486730000001,148,0
((((((((((........(((((.............((((((((....(((...))).(((((((((((((......))))))..........((((((..........))))))......(((((.(((......)))))))))))(((..............)))..................((((..........((((((((....)))))))))))).))))).....(((((...)))))))(((........))))))))......)))))....((((((....))))))...(((((....)))))....................((((...))))....(((...............)))......)))))))))).,-70.0,-6.800000190734863,389,3573,51,1.051660045,102,0
........(((.....(((((..((((((.....))))))...((((.....)))..)))).....(((....))).)))))........(((....)))....((((((....))))))...........................(((((((..........)))))))...((((..((((......))))....(((((((...................))))..............))))))).............,-47.0,25.700000762939453,262,1533,42,0.259641515,98,1
